category,title,context,group,url,contact
授權,材料移轉(移出中研院)MTA out,"依據中研院規定，中研院創作人應先就材料移轉之廠商進行利益衝突揭露事宜，若無利益衝突情形，後續則可辦理材料移轉費用之條件審核、依據中研院制式材料移轉契約進行契約條文協商及簽署契約等流程，所須時間，如下：

材料移轉費用之條件審核：視材料情形，通常約2週內。

契約條文協商：為主要決定材料移轉之流程。依據中研院制式材料移轉契約，廠商若依其需求進行條文修改，初步先與技轉經理討論後，尚需經中研院法制處審查契約是否符合相關法律規範。若針對中研院制式契約內容無修改，則約需2週。

簽署契約：廠商於契約用印完成並郵寄中研院後，中研院用印約須1週。",學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,材料移轉(移出中研院)MTA out,中研院材料移轉給營利單位使用皆為有償材料移轉，材料移轉費用依各材料之研發成本、製造成本及智慧財產權價值而定。,學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,授權案創作人,創作代表人已退休時，依據「中研院專利申請及維護作業要點」第四條第(一)項「依研發成果揭?表之創作人代表順位，並排除非中研院人員者，依序排定為創作人代表」；及同要點第四條第(二)項「無法依前款決定創作人代表者，由原創作人代表?屬之單位主管指定中研院人員擔任創作人代表。」。,學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,授權金額,有關授權金額之鑑價，中研院將參考該技術之研發成本、專利成本、市場價值、預計上市所需時程等，將上述要件進行綜合考量訂定授權價格。,學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,授權條件,"由於每個技術內涵不同，產業特性差異也大，且外在產業條件隨時變更，因此不同時間點的不同技術移轉案的條件都不完全相同。依據中研院科學技術研究發展成果歸屬及運用辦法，基本的原則為有償、非專屬授權，授權對象以國內廠商為優先，但在特定的狀況下，仍有協商的空間。一些常見的條件如下：

前期款授權金：
簽約後一次支付或分期支付，授權金額擬定考量重要因素為：市場價格、重置成本 (如計畫經費) 以及預期收益 (如未來產品或相關產品之產值)等。
相關條件均應由中研院技轉經理徵詢創作人建議及廠商意願後，納入相關市場及產業發展因素考量後，草擬條件簽請經院方核准後，由中研院技轉經理代表中研院與廠商協商。
中研院進行技轉的目的，不是以尋求中研院最大財務收益為目的，而是希望能經由技術移轉將研發成果盡早轉化為產業可用的技術，協助國內產業發展並希望能造福社會。

階段授權金：
若因為技術移轉後，產品開發期程很長，風險大但隨著產品開發進展相關技術價值可以提高（如新藥開發），則可設立不同的階段目標（milestone），約定不同達成階段目標時，分期給付之授權費用。

產品權利金：
通常是待產品開發上市後，廠商依銷售總額之特定百分比支付之費用。
產品權利金之百分比，通常視產業、產品特性而異。
可約定一次性支付，可以較快獲得收入且減少查核成本，但若產品生命週期長或市佔率成長性高，則以銷售總額之特定百分比收取權利金的方式較有利，兩種方式各有優點，與產品、產業特性有關。

專屬授權落日條款：
中研院從事技術移轉的目的，主要是希望研發成果能獲得實現或商品化，為避免廠商技轉之目的為阻止其他競爭對手使用，或是不積極進行商品化，因此若是專屬授權，通常會依照原本廠商所提的產品發展計畫，設定各研發階段及產品上市之期限，若廠商無正當理由未能依約進行產品研發，則可依照一定程序將專屬授權變更為非專屬授權之約定，以利中研院尋找其他合作伙伴。

中研院名稱（商標）使用與權利保護：
為避免廠商濫用中研院名稱等與中研院有關聯之文字或圖片，契約中均會明定，非經中研院書面同意，不得以任何方式（包括但不限於廣告、產品/投資說明等）利用中研院、中研院之員工、其所屬單位之名稱、院（所）徽、商標、或以其他任何方式使大眾認知中研院與廠商商業發展之關連性。",學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,技術移轉,法人與自然人皆可與中研院進行技術移轉。,學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,技術移轉,對於中研院公告之技術或專利有興趣之廠商，可上本處網頁之廠商->廠商需求及諮詢，填寫相關資訊，向中研院提出申請，完成申請後，會有專人與您聯繫。,學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,技術移轉,"廠商(營利機構)可以無償取得中研院技術授權F，但依據中研院科學技術研究發展成果歸屬及運用辦法第8條第1項， 第3條第2項第2款，中研院無償技術移轉應經中研院設置之研究發展成果管理委員會(以下簡稱研管會)審議。
也就是說，廠商若欲向中研院取得無償技術授權，應先經中研院研管會審議並同意後，方可取得中研院無償技術授權。",學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,技術移轉,授權條件會依據授權對象(營利或非營利單位)、授權標的(專利或技術)、授權時間、授權類型(專屬或非專屬)有所不同。中研院會綜合考量上述因素後與授權對象商談授權條件。,學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,技術移轉,"從向中研院提出技轉申請到完成技轉簽署需要經過以下流程，分別是：
創作人進行利益衝突揭露
簽署保密契約
商談授權條件
契約審閱
簽署契約
完成技轉契約簽署時間會依個案有所不同，一般來說，經過上述流程，需要大約3~6個月的時間。",學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,「研之有物」內刊載文章之授權程序,"授權中研院研之有物文章，可依據下列步驟：
(1)步驟1：請於研之有物網站->轉載授權下載「商業使用授權申請表」及「著作權財產權重製使用同意書」。
(2)步驟2：填妥後，將申請表、著作權財產權重製使用同意書、引用內容Word檔一併寄至researchlicense@gate.sinica.edu.tw。
或上研之有物網站獲得更詳細之資訊。",學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,技術移轉,國內廠商辦理授權案件，為證明為正常營運的合法廠商，需於本處網頁(廠商需求與諮詢)登錄，並於「廠商基本資料表」中上傳向國稅局申請前1年度營業額之證明文件。,學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
授權,技術移轉,"廠商不可以在未經中研院授權前，於網頁或商品上標註授權來源為中央研究院，或以任何情形標示中央研究院的院徽或院名。
廠商若要使用中央研究院的院名或院徽，必須書面(公文發函)提出申請，並說明使用目的、使用方式等資料，待中研院核可後始可使用。",學術,,"蘇春霖
2787-2623
licensing@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,當發明人、新型創作人或設計人就其創作提出專利申請，且經審查符合專利法的規定後，國家將其技術公開，並給予專利權，賦予在一定期間內的權益保護，這種權利就是專利權。專利權人在一定期間內，專有排除他人未經其同意而實施其發明、新型及設計之創作的權利。經濟部智慧局專利主題網首頁/更多服務/專利FAQ/專利Q＆A (https://topic.tipo.gov.tw/patents-tw/cp-783-872058-79bc6-101.html),學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,"著作權創作一完成就取得，著作權指因著作完成所生之著作人格權及著作財產權。

營業秘密取也無需申請，「營業秘密」之資訊，需符合營業秘密三要件，亦即「秘密性」、「經濟性」及「合理保密措施」，依經濟部智慧局首頁主題網站/營業秘密專區/營業秘密FAQ(https://www.tipo.gov.tw/tw/cp-11-910444-e1e4a-1.html) 說明: 「秘密性」是指資訊
為一般公眾所不知，且相關專業領域之人也不知道的；「經濟性」是指對於企業具有實際或潛在之經濟價值，例如市占率、研發能力、業界領先時間等；「合理保密措施」是指所有人主觀上有將該資訊當成秘密加以保護的意思，客觀上採取有效的保密措施，例如，簽署保密契約、文件標示限閱註記、設定密碼、存取權限等。

專利權要申請許可後才能取得。提出申請的專利內容必須充份揭露技術手段，且必須明確定義所申請的「專利範圍」。「專利範圍」在審查過程中，必須能符合核准的專利要件始能取得專利權。依經濟部智慧局專利主題網首頁/專利法規/歷年專利法規/ 歷年專利審查基準/ 歷年專利審查基準彙編(https://topic.tipo.gov.tw/patents-tw/cp-687-870144-d6c81-101.html) 說明: 申請專利之發明，基本上應滿足「產業上利用性」、「新穎性」及「進步性」三項要件，「產業上利用性」即可供產業上利用之發明；「新穎性」即申請專利前尚未公
開使公眾知悉之發明；「進步性」申請專利時該技術領域之人非輕易能完成，即具有進步性。",學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,"發明雖已滿足專利基本三要件，但以下發明不予專利:
一、動、植物及生產動、植物之主要生物學方法。但微生物學之生產方法，不在此限。
二、人類或動物之診斷、治療或外科手術方法。
三、妨害公共秩序或善良風俗者。",學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,依據我國專利法專利分為「發明專利」、「新型專利」及「設計專利」。發明專利權期限，自申請日起算二十年屆滿；新型專利權期限，自申請日起算十年屆滿；設計專利權期限，自申請日起算十五年屆滿。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,如將研究成果於申請專利前公開發表原則上將會喪失新穎性，但部份國家有新穎性優惠期規定，例如台灣專利法規定，申請人出於本意或非出於本意所致公開之事實發生後十二個月內申請者，可例外不喪失新穎性。實務上除了台灣與美國申請案外，其他國家之新穎性優惠期規定及程序較嚴苛。因此，不建議申請前先發表技術，以免損及發明之新穎性。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,發明人係指實際進行研究發明之人，創作人係指實際進行研究創作新型或新式樣之人，發明人或創作人之姓名表示權係人格權之一種，故發明人或創作人必係自然人，而發明人或創作人須係對申請專利範圍所記載之技術特徵具有實質貢獻之人，當申請專利範圍記載數個請求項時，發明人或創作人並不以對各該請求項均有貢獻為必要，倘僅對一項或數項請求項有貢獻，即可表示為共同發明人或創作人。所謂『實質貢獻之人』係指為完成發明而進行精神創作之人，其須就發明或新型所欲解決之問題或達成之功效產生構想（conception），並進而提出具體而可達成該構想之技術手段。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,"依經濟部智慧局專利主題網首頁/更多服務/專利FAQ/專利Q＆A(https://topic.tipo.gov.tw/patents-tw/cp-783-872123-ed8ec-101.html)說明:
說明書應明確且充分揭露，使該發明所屬技術領域中具有通常知識者，能瞭解其內容，並可據以實現。 發明專利說明書應載明下列事項：
一、發明名稱。
二、技術領域。
三、先前技術：申請人所知之先前技術，並得檢送該先前技術之相關資料。
四、發明內容：發明所欲解決之問題、解決問題之技術手段及對照先前技術之功效。
五、圖式簡單說明：有圖式者，應以簡明之文字依圖式之圖號順序說明圖式。
六、實施方式：記載一個以上之實施方式，必要時得以實施例說明；有圖式者，應參照圖式加以說明。
七、符號說明：有圖式者，應依圖號或符號順序列出圖式之主要符號並加以說明。",學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,著作權指著作完成時所生之著作人格權及著作財產權。著作例示如下︰一、語文著作。二、音樂著作。三、戲劇、舞蹈著作。四、美術著作。五、攝影著作。六、圖形著作。七、視聽著作。八、錄音著作。九、建築著作。十、電腦程式著作。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權基礎知識,因著作完成所生之著作人格權及著作財產權。著作人格權專屬於著作人本身，不得讓與或繼承。著作財產權存續於著作人之生存期間及其死亡後五十年。法人為著作人之著作，其著作財產權存續至其著作公開發表後五十年。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,專利申請權歸屬,原則由本院編列預算，補助、委辦或出資進行之研究工作，所產生之智慧財產權歸屬於本院，例外因法律另有規定或契約另有約定者，才有可能不歸屬本院。本院人員非於前開情形下進行研究工作，過程中亦未使用本院資源，專利申請權可歸屬於該人員，但仍先踐行專利法規定程序: 受雇人完成非職務上之發明，應即以書面通知雇用人，如有必要並應告知創作之過程。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,共有研發成果,本院與院外單位共有之研發成果簽署共有文件係為了釐清共有人間的權利義務。本院與院外單位共有之研發成果，於簽署協議書後，始得申請專?，但院外單位為學研機構、政府機關（構）時，於申請美國?時專??在此限。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,到職前研究成果,國外合聘人員在本院工作期間之研究成果歸屬本院，在國外工作期間之研究成果歸屬國外學校、機構；雙方共同合作之研究成果，應由雙方協商約定其歸屬。如有研究成果涉及跨前單位與本院，應由雙方協商約定其歸屬。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,專利申請及著作權申報,本院研發成果提出專?申請提案時，應由創作人代表所屬單位檢附研發成果揭?表（Invention Disclosure Form）以密件函送院本部。本院專任人員於職務上完成之著作，除期刊、?文或?文集之外，應經由所屬單位向院方申報。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,以營業秘密方式保護研究成果,本院研發成果如擬以營業秘密保護之技術除依本院研發成果申報程序，相關技術資料遞送及簽辦皆採密件處理外，亦由創作人、所屬實驗室及所屬單位共同確認擬以營業秘密保護之技術確實符合「營業秘密法」規定之所有保護要件，並同時研提合理保密措施，措施內容包含人員管理(如聘僱契約應包含保密條款)、設備管理(如儲存或記載營業秘密設備之存放地點與管制方式)、文件管理(如實驗記錄本及電子檔案等文件之存放地點與管制方式)、環境設施管理(如實施門禁管制)及定期稽核等重點事宜。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,創作人及創作人代表之義務,?人以上之創作人，應經全體創作人同意，選任其中具本院人員身分之一人為創作人代表。創作人及創作人代表之義務如下︰ (一) 創作人於專?案之申請、審查、?議、訴願、訴訟等程序中，應配合相關程序之進?，並提供相關資?及一?必要之協助。 (二) 創作人應配合智財處辦?研發成果之推廣及運用。 (三) 創作人應確保研發成果之產出，無抄襲、仿冒、造假、竊取他人機密資訊或其他?法情事，並確認相關揭?資訊正確無誤。 (四) 創作人應妥善保存研究發展過程中產生之手稿、實驗紀?、?據及相關資?。 (五) 創作人代表應負責?繫全體創作人、確認創作人身分之正確性、協調全體創作人之權?收入分配比?，並以書面提交予本院。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,國科會補助計畫,有關本院研發成果全部或部分屬國科會補助計畫者，請務必於函報研發成果予院本部前，由國科會補助計畫之切實登錄國科會「科技研發成果資訊系統(STRIKE)」。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,未申請專利案,本院評估該研發成果之利用價值、讓與可能性或其他商品化可能性、經費負擔等因素後決定不提出智慧財產權申請之案件，得將申請權讓與創作人等自費申請。創作人等取得專利權後應即時通知並將權利讓與本院，本院將再評估是否受讓該專利權。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,創作人代表資格,創作人代表指研發成果創作人中之一人，為本院人員，且經全體創作人同意，由其作為全體創作人與本院間關於專?申請、維護等相關事宜之?繫窗口。但代表全體創作人向本院提出專?申請提案之創作人代表，必須具本院研究人員或研究技術人員身分。創作人代表代表全體創作人回覆本院關於發明之智財或專利申請、維護評估或處分之意見諮詢，及代表行使關於本發明之創作人權益分配等權益。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,創作人代表已非本院人員時之處理程序,創作人代表已非本院人員時，依下?程序辦?：(一) 依研發成果揭?表之創作人代表順位，並排除非本院人員者，依序排定為創作人代表。 (二) 無法依前款決定創作人代表者，由原創作人代表?屬之單位主管指定本院人員擔任創作人代表。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,專利獲證後維護評估,除?約或協議書另有約定外，專?繳費滿五?仍未實施移轉、授權，或授權期滿，或繳費未滿五?但有提前評估之需要者，應進?專?維護評估程序。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,創作人請求讓與專利,獲證專利依本院專利申請及維護作業要點第11點規定進?專?維護評估程序時，於進行三個月公告讓與的階段，創作人何時可向院方請求讓與專利。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,專利申請時創作人協助,創作人對事務所專利說明書初稿會稿並提供意見以使專利說明書符合發明技術內容，並於取得專利申請日前保持技術機密性。官方發出審查意見時，智財技轉處承辦人可以先與專利師討論並請專利師提供審查意見分析，再請創作人對此審查意見分析表示意見，院方如要進行答辯，事務所所提供申復初稿請創作人協助會稿。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權相關政策,關於本院研發成果是否申請專利，本院將評估該研發成果之利用價值、讓與可能性或其他商品化可能性、經費負擔等因素。而獲證專利是否繼續維護，甚至專利申請案是否中止申請，都應上開等因素進行評估社會需求與商化可能性來作決定。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權相關政策,屬於本院研發成果之權益收入，扣除必要之衍生費用後之淨收入，依創作人意願，至多分配淨收入之百分之四十。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
智財,智慧財產權相關政策,本院現在創作人向院方提出專利申請無須負擔成本，但為了公平與資源有效利用，未來將評估是否於研發成果有收入時，亦由創作人得分配部分扣抵一定比例，一同負擔專利費用之可行性。,學術,,"劉正格
2787-2512
ipprotection@gate.sinica.edu.tw"
資助研究計畫,資助(合作/委託)研究申請,中研院研究員及研究技師皆可提出申請。合作對象基本上，只要具備法人（包含公司、社團、學校、機關、醫院）資格者，都可以接洽中研院表達意願，但中研院會經過基本徵信，確認其為國內外合法單位且無不良記錄者，方會進入實質洽談階段。,學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,簽約過程創作人與智財技轉處角色,"a. 研究室主持人可先填寫利益衝突揭露表，以公文送交智財處技轉業務承辦經理，進行利衝審議(註3、4) 。並請繕寫研究計畫書，送交所、中心審核後以公文送至院本部(註2) 。智財處收到案件後，會先與計畫主持人聯繫。
b. 若有任何問題，可洽詢助計畫組組組長(財技轉處官網，關於中研院智財技轉處->業務窗口->資助計畫組組長】。中研院研究人員與廠商進行之合作或委託研究計畫申請簡易流程如下圖所示。
c. 請計畫主持人預估案件辦理時程，提早送件，並與承辦經理密切聯繫，中研院與廠商之契約未簽定(用印)前，請勿開始進行計畫。
d. ※ 依據：「中央研究院接受資助研究計畫作業要點 」。
(註1)第2點規定：本要點所稱之資助研究計畫，係指院外個人、機構、學校或政府機關，為發展特定研究成果，而提供研究經費、技術、材料、設備、人員或智慧財產，由中研院研究人員進行之研究計畫。
(註2)第5點：參與資助研究計畫前，應經各該研究所（處）、研究中心審查通過，函報中研院核定資助研究契約，以中研院名義提出要約或表示承諾並完成契約簽署後，始得為之。
※ 依據：「中央研究院科學技術研究發展成果歸屬及運用辦法」。
(註3)第3-1條規定：中研院科技移轉之利益衝突揭露事項由利益衝突管理委員會（以下簡稱利管會）審議。應揭露利益及揭露方式由利管會另定之。
※ 利衝管理依據：「中央研究院利益衝突事項處理要點」。
(註4)第2點規定：中研院人員遇有中研院研究人員及研究技術人員倫理規約、科技移轉利益衝突迴避處理原則、從事研究人員兼職與技術作價投資事業管理辦法等規範所衍生之利益衝突事項，應主動向中研院利 益衝突管理委員會（以下簡稱利管會）以書面揭露，由利管會審議其迴避方式。",學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,契約經費編列,"契約經費編項目包含人事費（用人費、研究主持費、計畫參與人員之計畫執行費等）、業務費（設備使用費、材料費、印刷費、出席費、審查費、旅費等）、設備費（以不列設備費為原則，如列設備費，置之儀器設備將編列為中研院財產）、相關稅賦及其他衍生性政府規費與管理費（依中央研究院接受資助研究計畫作業要點所定之比例編列）等5大項。
管理費依中研院接受贊助、委託或合作研究計畫作業要點規定，編列總經費的20%(即總經費為100時，管理費為20，其他4項經費總和為80)。",學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,智財權歸屬,"原則合作研究成果全部歸屬中研院，廠商享有「非專屬/非商業用授權」、「優先授權之議約選擇權」或依「比例分配中研院研發成果授權收入利潤」。
若廠商提供智識貢獻【即「雙方執行研究計畫提供之科學技術」、「廠商提供與實際生產問題、應用瓶頸、商業化及市場需求狀況有關之資訊」、
「廠商於研發過程參與程度」】，則可將智財權與廠商共有。
若研究屬於為「公共政策目的執行公部門資助之研究計畫」、「為公益目的或達成頂尖科學研究，執行國際資助研究計畫」、「提供缺稀性之技術服務（不含核心設施）」、「提供規格化之檢測或實驗結果報告」、「利用既有技術產出客製化成果」等5類者，可將合作研究成果全部歸屬於廠商。",學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,資助(合作/委託)研究計畫,依照中研院科學技術研究發展成果歸屬及運用辦法第三條，無償技術移轉應經研管會審議。,學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,資助(合作/委託)研究計畫,向院方提出資助(合作/委託)研究的需求後，約12~16週可以完成簽約。中研院與廠商之契約完成簽定(用印)時，方可開始進行計畫。,學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,資助(合作/委託)研究計畫,資助(合作/委託)研究計畫提前結束、延後結束、經費不足、改變分析項目…等需修改計畫內容時請聯絡中研院智財技轉處原承辦人或資助計畫組組長,學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,資助(合作/委託)研究計畫,"中央研究院外界補助或委託專題研究計畫經費結餘款處理原則
為配合貫徹研究發展經費彈性循環使用及研究計畫結餘款由中研院再使用之基本??，並於研究計畫執行結束後轉為推動院務發展之財源， 使中研院保有適當經費以彈性使用並持續推動必要之研究計畫及改善研發環境，依中央研究院科學研究基金收支保管及運用辦法第三條第二款，特訂定本原則。
本原則所謂之結餘款，係指中研院所屬各研究人員主持之研究計畫執行完畢後，已辦理結案並完成經費核銷程序及其他依合約規定不需繳回之結餘款。
本原則研究計畫結餘款分配、運用及管理有關事項，除法?另有規定外，悉依本原則處理。
分配：
結餘款 85％由計畫主持人循環運用，6％分配予原計畫執行單位，9％由院方統籌循環運用。
計畫主持人?職或退休，其結餘款之餘額 40％留存於所（中心），60％由院方統籌運用。若退休後尚執行外界補助或委託專題計畫，得由所、中心函報院本部核准同意待計畫結束後一併辦理。
運用：
中研院研究計畫之結餘款用於科技研究發展相關項目。
管理：
結餘款分配計畫主持人之 85％及原執行單位之 6％，由各所（中心）設專帳控管；分配院方統籌之 9％由主計室設專帳控管。
分配院方統籌運用之結餘款，各所（中心）於辦理計畫結案時繳回院方。
本原則經院本部主管會報通過並奉院長核可後施行，修正時亦同。",學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,資助(合作/委託)研究計畫,"有關繳交報告或研究成果予合作廠商，請予中研院智財技轉處承辦人連繫，由中研院智財技轉處承辦人協助辦理。
研究計畫結束後，若要發表研究結果時，請依契約規定辦理。",學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,與中研院進行資助(合作/委託)研究,請自中研院智財技轉處官網/廠商/廠商需求與諮詢(https://ticket.apps.sinica.edu.tw/forms/out_demand)填寫表格，隨後中研院智財技轉處會派專人與您聯繫，以辦理後續事宜。需準備的文件為「廠商基本資料表」，可自中研院智財技轉處「廠商需求與諮詢網頁」下載。,學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,與中研院進行資助(合作/委託)研究,簽約流程如下，所需時間自向院方提出資助(合作/委託)研究的需求後，約12~16週可以完成簽約。中研院與廠商之契約完成簽定(用印)時，方可開始進行計畫。,學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
資助研究計畫,與中研院進行資助(合作/委託)研究,原則以中研院智財技轉處同仁為主要窗口，但是在研究計畫內容規劃部分，以合作之中研院研究員或研究技師為主，中研院智財技轉處同仁為輔。,學術,,"陳弘章
2787-2556
sponsoring@gate.sinica.edu.t"
