category,title,question,group,url,contact,answer
獎助學金,TIGP-X Pilot Program,TIGP-X Pilot Program是否只限就讀於任何國外大學之博士班學生申請？,學術,https://dia.sinica.edu.tw/pages/3896,沈德修 02-27871412,根據文字說明，TIGP-X Pilot Program適用於任何國外大學就讀博士班的學生申請，並無國籍限制。也就是說，不論臺灣籍、港澳籍、陸籍、外籍籍，只要是國外大學博士班學生，均可申請。
獎助學金,TIGP-X Pilot Program,TIGP-X博士生若為港澳生，每半年需出境一次，是否代表其在臺期間無法納入健保制度？,學術,https://dia.sinica.edu.tw/pages/3896,沈德修 02-27871412,根據國科會規定，TIGP-X博士生若為港澳生，每半年需出境一次，意味著其在臺期間無法納入健保制度。
獎助學金,TIGP-X Pilot Program,TIGP-X陸籍學生目前仍待「大陸地區人民進入臺灣地區許可辦法」放寬修正後,學術,https://dia.sinica.edu.tw/pages/3896,沈德修 02-27871412,"依據上述文字說明，TIGP-X博士生國籍不限本國籍或外國籍，包括臺灣籍、港澳籍、陸籍學生均符合資格。但港澳籍學生每半年需出境一次，因此無法於在臺期間納入健保制度，其權益較其他外籍學生稍短缺。陸籍學生目前仍待「大陸地區人民進入臺灣地區許可辦法」放寬修正後才適用本要點。

TIGP"
獎助學金,TIGP-X Pilot Program,"OK, here are some questions that could be used to conclude the TIGP-X Pilot Program service:",學術,https://dia.sinica.edu.tw/pages/3896,沈德修 02-27871412,"OK, here are some answers to conclude the TIGP-X Pilot Program service:

1. What is the procedure for obtaining an ARC (Academic Research Cultivation) visa?
Answer: After arriving in Taiwan, the applicant should contact the International Affairs Office (IAO) at their host institute/center to register for an ARC visa. The IAO will provide guidance on the application process and documents required."
獎助學金,TIGP-X Pilot Program,"Question: If you're a PhD student who has been selected for the TIGP-X Pilot Program, how would you feel about the international department at your university/research center assisting you with your visa application?",學術,https://dia.sinica.edu.tw/pages/3896,沈德修 02-27871412,"如果我是博士生，而且是TIGP-X先驅計畫的一部分，我在入境前，國際處會寄信給我所屬研究所/中心，協助辦理簽證事宜。

國際處會提供以下資訊：

(1) 國際處會發函給獲選博士生的所屬機構，請機構協助辦理簽證相關事宜。
(2) 宿舍預定與房費支付等相關訊息通知。
(3) 提供由國內機場至T"
獎助學金,TIGP-X Pilot Program,Question: If you're a PhD student who has been selected for the TIGP-X Pilot Program,學術,https://dia.sinica.edu.tw/pages/3896,沈德修 02-27871412,"如果我是博士生，而且被選為TIGP-X先驅計畫的一員，入境前：

* 國際處會發函給我所屬研究所/中心，請他們協助辦理簽證相關事宜。
* 宿舍預定與房費支付等相關訊息通知。
* 提供由國內機場至TIGP宿舍之交通參考資訊。
* 入境後機票款核銷。

入境後：

* 居留簽證"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),那很好！以下是我根據服務項目與服務說明，使用日常說話語氣，提出的以問號為結尾的問題：,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"很好！依據你所提供的文字說明，我將回答以下問題：

問題：請問國際研究生學程暑期實習計畫的申請期間為每年的1月1日至2月28日？

答案：是！依據文字說明，國際研究生學程暑期實習計畫的申請期間為每年的1月1日至2月28日。

問題：請問國際研究生學程暑期實習計畫只提供線上系統進行"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問題國際研究生學程暑期實習計畫(TIIP)的成立宗旨是什麼？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,根據文字說明，國際研究生學程暑期實習計畫(TIIP)的成立宗旨為提供國外年輕學人實習機會，增進其對中研院國際研究生學程之瞭解，進而提高就讀意願。
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問題為什麼只有線上系統才能申請國際研究生學程暑期實習計畫？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,根據文字說明，國際研究生學程暑期實習計畫僅提供線上系統進行申請，這是因為本計畫為線上申請方式，故僅能透過線上系統申請。除此之外，申請者需依志願勾選三位指導老師，這也只能透過線上系統進行。
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問題為什麼申請者需要在申請系統內依志願勾選三位指導老師？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,根據文字說明，申請者需在申請系統內依志願勾選三位指導老師，主要是為了提供實習期間的指導與照顧。由申請者自行選擇三位指導老師，可讓實習生在實習期間能依其研究興趣與學術經驗，與三位指導老師進行密切合作與交流。如此一來，不僅可讓實習生在實習期間獲得更佳的指導與照顧，亦能增進其對中研院國際研究生學程的瞭解與提高
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問題國際,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,國際研究生學程暑期實習計畫(TIIP或TIGP-IIP)是提供國外年輕學人實習機會，增進其對中研院國際研究生學程瞭解，進而提高就讀意願。本計畫僅提供線上系統進行申請，申請者需依志願勾選三位指導老師。實習期間為兩個月，第一梯次為5月1日至6月30日，第二梯次為6月1日至7月31日
獎助學金,國際研究生學程暑期實習計畫 (TIIP),"Okay, here are some questions for you:",學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"Okay, here are some questions for you:

1. What is the purpose of the international graduate program summer internship application?

Answer: The purpose of the international graduate program summer internship application is to provide an opportunity for international students to gain practical experience in Taiwan.

2. What documents are required for the application?

Answer: The required documents for the application include:

a. Resume

b. Study plan

c."
獎助學金,國際研究生學程暑期實習計畫 (TIIP),What kind of internships are available through the TIIP program?,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"Hello! According to the provided information, the TIIP program offers internship opportunities in various fields, including but not limited to:

* Academic research
* Business and management
* Engineering and technology
* Healthcare and medicine
* Arts and culture
* Environmental science and conservation
* Other fields related to international development and global issues.

So, there are various kinds of internships available through the TIIP program."
獎助學金,國際研究生學程暑期實習計畫 (TIIP),What kind of documents do you need to submit for the TIIP application?,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據日常說話語氣，回答如下：

You need to submit the following documents for the TIIP application:

1. Resume
2. Study plan
3. Two recommendation letters (the system will automatically send the link and password to the recommenders after you submit the application, and the recommenders must fill out the recommendation letter by February 28th)
4. Official transcript with school stamp
5. English proficiency test results (optional"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),Can you tell me more about the English language proficiency requirement for the TIIP program?,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"Of course! The English language proficiency requirement for the TIIP program is:

Applicants must submit an official English language proficiency certificate or report, such as TOEFL or IELTS, with their application. The minimum score requirement is:

* TOEFL: 550 (IBT) or 6.5 (CBT)
* IELTS: 5.5 (Academic) or 6."
獎助學金,國際研究生學程暑期實習計畫 (TIIP),How do you verify the authenticity of the documents submitted for the TIIP application?,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"Hello! Based on the provided information, here's how I would answer your question without using any auxiliary words:

To verify the authenticity of the documents submitted for the TIIP application, I would first check if the documents are genuine and have not been tampered with. For instance, I would check if the documents are signed by the applicant, and if the signatures are genuine. Next, I would check if the documents are complete and have not"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),Can you give me an idea,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"Of course! Here's an idea:

International graduate student program application
Include:

* Resume
* Study plan
* Two recommendation letters
(Applicant fills out the recommendation letters, the system sends the link and password to the recommenders)
* Official transcript with school stamp
* English proficiency certificate (optional)

Question:
Can you tell me more about..."
獎助學金,國際研究生學程暑期實習計畫 (TIIP),好！根據你提供的服務項目與服務說明，我提出以下問題：,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"好！依據你提供的文字說明，我將回答你的問題。首先，國際研究生學程暑期實習計畫審查結果於4月初公告於國際研究生學程暑期實習計畫網站，之後國際研究生學程會寄發正式錄取信函給錄取者。

關於實習生抵達中研院報到程序，首先，實習生需至實驗室向指導老師報到。接著，實習生需至所屬之學程助理報到並"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),什麼時候可以查詢到國際研究生學程暑期實習計畫的審查結果？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,根據日常說話語氣，可回答：「依據文字說明，國際研究生學程暑期實習計畫審查結果於4月初公告於國際研究生學程暑期實習計畫網站，之後國際研究生學程會寄發正式錄取信函給錄取者。因此，我們可以在4月初查詢到審查結果。」
獎助學金,國際研究生學程暑期實習計畫 (TIIP),國際研究生學程會怎麼寄發錄取信函給錄取者？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,根據文字說明，國際研究生學程會寄發錄取信函給錄取者，並於4月初公告於國際研究生學程暑期實習計畫網站。因此，國際研究生學程會直接寄發錄取信函給錄取者，不必透過語助詞或語氣變化來表達。
獎助學金,國際研究生學程暑期實習計畫 (TIIP),實習生抵達中研院報到時，需要向哪些人員報到？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據日常說話語氣，可回答此問題如下：

實習生抵達中研院報到時，需要向指導老師報到。"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),抵達實驗室報到時，需要繳交哪些文件？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據日常說話語氣，可回答此問題如下：

抵達實驗室報到時，需要繳交的文件包括：

*實驗室報告表
*指導老師推薦函
*機票證明文件
*所屬學程助理證明文件

其中，實驗室報告表為國際研究生學程暑期實習計畫的一部分，指導老師推薦函為證明實習生與指導老師之間的授權關係，機票證明文件為實習生抵達中研院時繳交的"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),哪些,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據文字說明，使用日常說話語氣回答問題如下：

哪些人？
答案：國際研究生學程暑期實習計畫負責人、指導老師、所屬學程助理。"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),那很好！以下是根據服務項目與服務說明提出的問題：,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"很榮幸能接受TIGP國際處實習機會，每月獲發稅前新臺幣3萬元生活費，由國際處支付新台幣2萬元、指導老師支付新台幣1萬元。

實習期間，國際處將補助半額經濟艙機位來回機票款，若實習生於實習期滿未返國，則補助單趟抵台經濟艙機票款。實習生須繳交下列文件申請機票款：
(1)原始購票"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問題TIIP的暑期實習計畫每月提供多少稅前經費給實習生？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,根據文字說明，TIIP暑期實習計畫每月提供錄取實習生稅前新臺幣3萬元生活費。
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問題國際處會補助哪些費用給錄取實習生？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,根據文字說明，國際處會補助錄取實習生每月新台幣2萬元生活費，以及半額的經濟艙機返國機票款。若實習生未返國，則補助單趟返國經濟艙機票款。因此，國際處會補助的費用為每月生活費新台幣2萬元、半額經濟艙機返國機票款，以及單趟返國經濟艙機票款。
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問題若實習生未返國，國際處會補助單趟抵台經濟艙機票款，但需繳交哪些文件申請機票款？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,根據日常說話語氣，本問題可回答為：「如果實習生未返國，國際處會補助單趟抵台經濟艙機票款，實習生需繳交下列文件申請機票款：原始購票證明、登機證正本、航班行程表、護照影本。」
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問題這些文件包括哪些？有,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據文字說明，這些文件包括：

1.原始購票證明
2.登機證正本
3.航班行程表
4.護照影本。"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),好，那我們來看看第一個問題：,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"好，我看你問的問題是：「實習生若選擇中研院指導老師，國際處會協助安排住宿，住宿費用為雙人房上下舖每月新臺幣4,000元，宿舍費用為學生自費。」

答：「對，沒錯！國際處會協助安排住宿，住宿費用為雙人房上下舖每月新臺幣4,000元，宿舍費用為學生自費。」

問題：

好"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),問：如果選中研院指導老師，國際處會幫忙安排住宿，一個月要花多少錢？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據文字說明，如果選中研院指導老師，國際處會協助安排住宿，每月需支付4,000元為雙人房上下舖的住宿費用。"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),（疑惑表情）,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"好啦！根據文字說明，如果實習生選擇中研院指導老師，國際處會協助安排住宿，每月住宿費為雙人房上下舖新臺幣4,000元。如果實習生選擇合作大學指導老師，則須請合作大學指導老師安排實習期間住宿。

國際處會協助學生在台期間加入旅行平安保險，保險費用由學生自費。

問：（疑惑表情）"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),你猜，答案是什麼？（笑臉）,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據文字說明，如果實習生選擇中研院指導老師，國際處會協助安排住宿，住宿費用為雙人房上下舖每月新臺幣4,000元；如果選擇合作大學指導老師，則實習生須請合作大學指導老師安排實習期間住宿。國際處會協助學生在台期間加入旅行平安保險，旅行平安保險費用由學生自費。"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),好，以下是根據服務項目與服務說明提出的問題：,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"好，依據文字說明，我將回答問題如下：

1. 實習結束前，實習生需製作海報並口頭報告方式報告實習成果，海報成果發表會安排於6月底、7月底及8月底舉辦。
2. 實習結束前，實習生需填寫對本實習計畫之問卷。

答：

答：

1. 是的，依據文字說明，實習生需製作海報並口頭報告"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),那什麼因素會影響國際研究生學程暑期實習計畫 (TIIP) 實習生的海報製作品質？（好奇為什麼他們會想出這些問題……）,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據日常說話語氣, 使用語氣詞語助詞，回答問題如下：

那什麼因素會影響國際研究生學程暑期實習計畫(TIIP)實習生的海報製作品質？（好奇為什麼他們會想出這些問題……）

答案：可能有以下幾個因素會影響國際研究生學程暑期實習計畫實習生的海報製作品質：

一、實習生的專業能力：實習生的專業能力"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),為什麼要在實習結束前要求實習生填寫對TIIP實習計畫的問卷？（他們真的都乖乖回答問題嗎？）,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據日常說話語氣, 回答問題如下：

實習結束前，實習生需填寫對本實習計畫之問卷，這是為了讓實習生能對本實習計畫有更深入的理解與回饋。問卷的內容包含實習生對實習期間的學習與感受，以及對本實習計畫的意見與建議，如此一來，實習生才能完整地呈現實習心得與經驗。

至於實習生是否會乖乖回答問題，則無法預知"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),在6月底、7,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"好啦！依據你提供的文字說明，我將回答問題時使用日常說話語氣，並避免使用語助詞。

問題：在6月底、7月底、8月底舉辦海報成果發表會？

答案：嗯，在6月底、7月底、8月底舉辦。"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),好，以下是根據服務項目與服務說明提出的問題：,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"好，我根據文字說明使用日常說話語氣回答問題：

問題：國際處會安排實習生參與新生說明會，所有錄取實習生都必須參加，新生說明會分別會在5月初、6月初及7月初舉辦，藉由新生說明會讓實習生更加了解中研院、國際研究生學程及TIGP-X Pilot Program。

答案：沒錯，國際處會安排實習生參與新生說明會，所有錄取實習生"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),為什麼國際處會安排於6月及7月各辦一班初級中文課？(疑惑),學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"國際處安排於6月及7月各辦一班初級中文課的原因有二：

一、讓實習生增進對中文學習興趣：為讓實習生更深入了解中華文化，國際處安排初級中文課，為期10天，每日2小時，實習生可自由參加，但需先徵詢指導老師的同意。

二、方便實習生參與說明會：國際處安排初級中文課的時間點，正好在"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),為什麼所有錄取TIIP實習生都必須參加新生說明會？(好奇),學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據日常說話語氣，回答問題如下：

所有錄取TIIP實習生都必須參加新生說明會，主要是讓實習生更加了解中研院、國際研究生學程、TIGP-X Pilot Program等資訊。透過說明會，實習生可瞭解實習內容、實習期間所需配合事項、實習期間應注意事項、實習期間可獲得支援等資訊，以利實習生充分準備、充分參與。此外，透過說明會，"
獎助學金,國際研究生學程暑期實習計畫 (TIIP),參加新生說明會可以幫助實習生更加了解中研院、國際研究生學程及TIGP-X Pilot Program嗎？,學術,https://tigpsip.apps.sinica.edu.tw/index.php,陳枳玲 2787-1405,"根據日常說話語氣，回答問題時，可以使用「可以」、「可」、「會」等詞語。

舉例：

參加新生說明會，可以幫助實習生更加了解中研院、國際研究生學程及TIGP-X Pilot Program。（此處「可以」是表示「可以幫助」的意思）"
