index,category,title,question,group,url,contact,answer
10,Shared services for the whole hospital-comprehensive services,Information course promotion instructions,Wow! You actually have to register online! (Surprised) And you have to log into the hospital administration,information,https://its.sinica.edu.tw/pages/1673,Information Service Desk 02-2789-8855,Hmm...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah...ah …ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…ah…
11,Shared services for the whole hospital-comprehensive services,Digital Learning Zone Description,"oh! So, are you interested in knowing what cool courses you can take in the digital learning area of ​​Academia Sinica? Like ""Knowledge Feast Live Broadcast"", ""Academic Ethics"", ""Research Ethics"", ""Environmental Education"", ""Integrity Ethics"", ""Information Security"", ""Laboratory Safety"", ""Biological Safety"", ""Software Operation"" ”, “Programming”, “Data Analysis”, “Micro Learning”, etc., they are all being learned digitally",information,https://its.sinica.edu.tw/pages/1674,Information Service Desk 02-2789-8855,"oh! good! Academia Sinica’s digital learning zone has a lot of cool courses to choose from, such as knowledge feast live broadcast, academic ethics, research ethics, environmental education, integrity ethics, information security, laboratory safety, biosafety, software operation, programming, Data analysis, micro-learning, etc. These courses are very practical and colleagues are welcome to take them.

oh! First of all, Academia Sinica’s digital learning zone has a lot of courses to choose from, such as knowledge feast live broadcast,"
12,Shared services for the whole hospital-comprehensive services,Is this court acting jointly?,"oh! Well, it’s amazing that Academia Sinica actually has its own calendar! And there are actually more than 40 units that can manage important events, meetings, and seminars together. How cool! And you can also see the calendar of the third group or the hospital headquarters, which is so convenient! How is it done? Come on tell me! 🤔",information,https://its.sinica.edu.tw/pages/1675,Information Service Desk 02-2789-8855,"OK! The Information Service Office of Academia Sinica has developed the ""Academia Sinica Joint Calendar"", the website is https://calendar.sinica.edu.tw/. This platform provides a management platform that allows more than 40 units within Academia Sinica to jointly create important activities, conferences, seminars and other information, and can combine and present three groups (mathematical sciences group, life sciences group, humanities and social sciences group) Or the calendar of the hospital headquarters. This is so convenient! Moreover, this platform"
13,Shared services for the whole hospital-comprehensive services,Software joint procurement,"oh! So, have you heard that the Information Service Office now provides joint procurement services? Such as SAS, MATLAB, Gaussian and GaussView, EndNote, Microsoft Education Edition software mass license (for Win), Adobe Acrobat Pro (Win, Mac), ChemOffice Professional, Adobe Creative Cloud, 4MOSAn GCB Doctor, Webex, Linux/Mac version anti-virus Software, etc., are all purchased with their help! Moreover, it seems",information,https://its.sinica.edu.tw/pages/1676,Information Service Desk 02-2789-8855,"oh! ah! OK! The Information Service Office now really provides joint procurement services! Such as SAS, MATLAB, Gaussian and GaussView, EndNote, Microsoft Education Edition software mass license (for Win), Adobe Acrobat Pro (Win, Mac), ChemOffice Professional, Adobe Creative Cloud, 4MOSAn GCB Doctor, Webex, Linux/Mac version anti-virus They helped purchase software, etc.! and"
14,Shared services for the whole hospital-comprehensive services,Hospital-wide authorized software launched,"oh! Well, everyone should have noticed that the KMS server set up by the Information Service Office can provide all hospital colleagues with Microsoft product startup certification services authorized by the entire hospital, including Windows 10 / 8 / 7 / vista, and Office 2013/2016/ 2019 and many other products.",information,https://its.sinica.edu.tw/pages/1677,Information Service Desk 02-2789-8855,"good! Based on the KMS server of the Information Service Department, we provide Microsoft product activation certification services authorized by the entire institute, and according to the validity period within the grace period, colleagues are required to complete the KMS activation certification of the product. If the grace period is exceeded, the computer must be brought back to the hospital for startup. The KMS server accepts three different startup methods to complete the authentication."
15,Shared services for the whole hospital-comprehensive services,Hospital-wide authorized software launched,"Then, here comes the problem! If colleagues use the computer outside the hospital and the validity period exceeds 0 days, they need to return to the hospital to activate it.",information,https://its.sinica.edu.tw/pages/1677,Information Service Desk 02-2789-8855,"OK! If colleagues use computers outside the hospital beyond the 180-day validity period, they need to return to the hospital to activate the KMS server and complete the certification. According to the regulations of the Information Service Office, the KMS startup certification server provides startup certification services for various products such as Windows 10 / 8 / 7 / vista, and Office 2013 / 2016 / 2019. If colleagues have completed the installation of the above-mentioned large number of authorized products, please"
16,Shared services for the whole hospital-comprehensive services,Personal web service,"ah? How strange, right? Why should we use ""idv.sinica.edu.tw"" as the host name of our personal webpage? Does it mean that the university participates in this service? Or does it have any special significance?",information,https://its.sinica.edu.tw/pages/1678,Information Service Desk 02-2789-8855,"OK! This is actually a very interesting question! ""idv.sinica.edu.tw"" is actually the host name of the Information Service Office, not the official website of the school. This host name is set by the Information Services Department to provide personal web services, so this set of host names is used.

As for why this set of host names is used, it is mainly because the Information Services Office hopes to provide an independent space for personal use, so this set of host names is used. However, our school does not have an official website using this group of hosts."
17,Shared services for the whole hospital-comprehensive services,Personal web service,"By the way, if I make a web page and upload it to the ""public_html"" directory, why can't I see it directly from the outside? Do I have to set the directory display function to be turned off? Are you afraid that someone will see something they shouldn't?",information,https://its.sinica.edu.tw/pages/1678,Information Service Desk 02-2789-8855,"According to the information service office, the personal web page service provides static web page presentation. The host name is idv.sinica.edu.tw and the personal website address is https://idv.sinica.edu.tw/username, where username is your account number. The name is the same as the email account name; the password is your email password, and it is automatically updated simultaneously. Dynamic web pages are currently not supported.
Therefore, if you upload a web page to the ""public_html"" directory, unless you configure the directory display function"
18,Shared services for the whole hospital-comprehensive services,Personal web service,Uh...if,information,https://its.sinica.edu.tw/pages/1678,Information Service Desk 02-2789-8855,"If the personal web page service provides static web page presentation, the host name is idv.sinica.edu.tw, and the personal website address is https://idv.sinica.edu.tw/username, where username is your account name and email account The name is the same; the password is your email password, and it will be updated automatically. Dynamic web pages are currently not supported.

The personal web service provides the SFTP remote secure connection protocol. To transfer files, you can download a program that supports the security protocol SFTP, such as"
19,Shared services for the whole hospital-comprehensive services,AWS cloud service plan,"OK! Based on the information you provided, I have the following questions:",information,https://its.sinica.edu.tw/pages/1680,Information Service Desk 02-2789-8855,"OK! Based on the text description you provide, I will answer your question.

Question: In order to provide AWS (Amazon Web Services, AWS) Educate cloud service discount plan, Academia Sinica has applied to join this member institution, providing colleagues of Academia Sinica to apply for the use of this cloud service and receive more free quota points every year.

Answer: According to the text description, Academia Sinica has applied to join the AWS Educate cloud service preferential program, providing colleagues of Academia Sinica with"
20,Shared services for the whole hospital-comprehensive services,AWS cloud service plan,"Oh! I heard that there are ways to apply for the AWS cloud service plan. One is to directly register for the AWS Educate plan with an AWS account. In this way, not only students and educators with credit cards can get more free credits after successful application, but also can use all AWS services; but , if you register using the email address of Academia Sinica, will you still receive relevant notification letters after resigning or graduating? Just use the mailbox as an individual for a long time",information,https://its.sinica.edu.tw/pages/1680,Information Service Desk 02-2789-8855,"OK! According to the text description, in order to provide AWS Educate cloud service preferential solutions, Academia Sinica has applied to join this member institution, providing Academia Sinica colleagues who apply to use the cloud service to receive more free quota points every year.

There are two ways to apply for the AWS Educate plan. One is to directly register for the AWS Educate plan (AWS Account) with an AWS account. This plan provides students and educators with credit cards with higher free fees after successful application."
21,Shared services for the whole hospital-comprehensive services,Web space service,"oh! So, if I want to make a website, I want to know if I can use ""web space service""? What kind of services do they provide? What information do I need to fill in? Do you still need to upload the web page yourself? Oh~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ~~~~~~~~~",information,https://its.sinica.edu.tw/pages/2366,Information Service Desk 02-2789-8855,"oh! OK! If you want to create a website, of course you can use ""web space service""! The ""Web Space Service"" provided by Academia Sinica provides static web space services. You only need to go to the ""Download Area"" to download the ""Web Space Service Application Form"". After filling in the information, you can apply for a web space service account and proceed by yourself. Web page upload.

Oh~~~~~~~~~~~~~~~~~~~~"
22,Shared services for the whole hospital - Internet information,Personal cloud storage service,"oh! So, if I need to save important business files for a long time at work, and I am afraid of accidentally deleting or damaging them, can I use this {Personal Cloud Storage Service} to store them? And I heard that the version files of nearly 10 times can be restored, so I will definitely be able to restore the previous version! And I don’t have to worry about uploading a single file of up to 2GB. My large files can be safely placed on the cloud! And after installing the agent, my business files can be",information,https://its.sinica.edu.tw/pages/1683,Information Service Desk 02-2789-8855,"OK! If you need to save important business files for a long time at work and are worried about accidentally deleting or damaging them, you can use Academia Sinica's personal cloud storage service to store them. This service provides each colleague with 20GB of cloud storage space and a version control function that can restore nearly 10 versions of files. The maximum size of a single file upload is 2GB, but as long as the agent is installed, business files can be backed up to the cloud storage platform simultaneously to enhance file protection."
23,Shared services for the whole hospital - Internet information,Domain Name Service (DNS),"oh! So, colleagues at Academia Sinica should be very curious, is there any relationship between their computer address (140.109.xxx.yyy) and the domain name (aaa.bbb.sinica.edu.tw)? Come and download the application form by referring to the link https://its.sinica.edu.tw/posts/119628#dns for details! Moreover, if the affiliated research institute or center has a DNS network management",information,https://its.sinica.edu.tw/pages/1689,Information Service Desk 02-2789-8855,"oh! OK! According to the text description, there should be a correlation between the computer address (140.109.xxx.yyy) and the domain name (aaa.bbb.sinica.edu.tw) of Academia Sinica colleagues. Please refer to the link to download the application form https://its .sinica.edu.tw/posts/119628#dns for further information. In addition, if the affiliated research institute or center manages DNS domains,"
24,Shared services for the whole hospital - Internet information,Own cloud service,"Okay, let’s see if we have any questions that we can ask you directly:",information,https://its.sinica.edu.tw/pages/1690,Information Service Desk 02-2789-8855,"OK, please ask questions directly."
25,Shared services for the whole hospital - Internet information,Own cloud service,Question: Do you roughly know how many virtual machines (VMs) can apply to use your own cloud services?,information,https://its.sinica.edu.tw/pages/1690,Information Service Desk 02-2789-8855,"According to the text description, the self-owned cloud service is currently available for free application. Each unit can quickly create, adjust or delete virtual machines (VMs) for research or administrative business. Therefore, based on the tone of daily conversation, you probably know that there are about a few virtual machines (VMs) that can apply to use your own cloud services. However, you still need to check the official website or ask the information room of each unit for specific figures."
26,Shared services for the whole hospital - Internet information,eduroam verification service,"Okay, here are the questions based on the service items and service descriptions:",information,https://its.sinica.edu.tw/pages/1691,Information Service Desk 02-2789-8855,"Okay, I'll answer your question. According to the service items and service description, Eduroam wireless network is a plan to establish a wireless LAN roaming system among international education and scientific research institutions, with the purpose of promoting the sharing of wireless LAN services among global education and scientific research institutions. After Academia Sinica colleagues apply for an Eduroam account, they can connect to the Internet at academic research units outside the academy that participate in wireless network roaming. To apply, please go to the personal service of the hospital's administrative service, click on the Eduroam account and set it up."
27,Shared services for the whole hospital - Internet information,eduroam verification service,"Why do educational and scientific research institutions establish ""Eduroam wireless network roaming system""? What are its benefits?",information,https://its.sinica.edu.tw/pages/1691,Information Service Desk 02-2789-8855,"According to the description, the ""Eduroam Wireless Network Roaming System"" is to establish a wireless LAN roaming system among international education and scientific research institutions to promote the sharing of wireless LAN services among global education and scientific research institutions. Participating in this system allows personnel from educational and scientific research institutions to roam through wireless networks and connect to the Internet in different locations, facilitating communication and cooperation.

Benefits include:

*Conveniently connect people to the Internet when moving: through ""Eduroam"""
28,Shared services for the whole hospital - Internet information,eduroam verification service,？？？,information,https://its.sinica.edu.tw/pages/1691,Information Service Desk 02-2789-8855,"Please answer the questions according to the following text instructions, using the tone of everyday speech and avoiding the use of particles:

Eduroam wireless network is a plan to establish a wireless LAN roaming system among international education and scientific research institutions to promote the sharing of wireless LAN services among global education and scientific research institutions. After Academia Sinica colleagues apply for an Eduroam account, they can connect to the Internet at academic research units outside the academy that participate in wireless network roaming. For application methods, please go to the hospital administration"
29,Shared services for the whole hospital - Internet information,Hospital wireless network,"oh! So, Academia Sinica’s campus wireless network has three types of SSIDs, namely AS_Secure staff wireless network, eduroam educational wireless network roaming and AS_Guest guest wireless network. Can everyone use it? Where do I go to set up my wireless network? Want to know!",information,https://its.sinica.edu.tw/pages/1684,Information Service Desk 02-2789-8855,"oh! Academia Sinica's campus wireless network has three types of SSIDs, namely AS_Secure staff wireless network, eduroam educational wireless network roaming and AS_Guest guest wireless network. Can everyone use it? Where do I go to set up my wireless network? Want to know! According to information from the Information Service Office of Academia Sinica, Academia Sinica’s wireless network coverage includes indoor public spaces, the institute’s headquarters, the Humanities Museum, units that have joined the Academia Sinica campus wireless network, and outdoor public spaces."
30,Shared services for the whole hospital - Internet information,conference network,"Okay, here are the questions based on the service items and service descriptions:",information,https://its.sinica.edu.tw/pages/1684,Information Service Desk 02-2789-8855,"Okay, based on the tone of daily speech, the following is the answer:

Question: When filling out the conference network service application form, what items need to be filled in?

Answer: According to the regulations of Academia Sinica, the items that need to be filled in include: conference name, conference time, venue, test site layout time, applicant name, contact number, email address, etc."
31,Shared services for the whole hospital - Internet information,conference network,Are conferences hosted by Academia Sinica Headquarters free of charge?,information,https://its.sinica.edu.tw/pages/1684,Information Service Desk 02-2789-8855,"According to the text description, conferences hosted by Academia Sinica Headquarters are free of charge."
32,Shared services for the whole hospital - Internet information,conference network,"If I use the permanent wireless network services AS_Secure, AS_Guest and eduroam, are the applications and charges free of charge?",information,https://its.sinica.edu.tw/pages/1684,Information Service Desk 02-2789-8855,"According to the text description, there is no need to apply and charge for using the permanent wireless network services AS_Secure, AS_Guest and eduroam."
33,Shared services for the whole hospital - Internet information,conference network,How to apply for conference network service?,information,https://its.sinica.edu.tw/pages/1684,Information Service Desk 02-2789-8855,Please fill in the conference network service application form and submit the application form to the Information Service Office three months to one week before the conference.
34,Shared services for the whole hospital - Internet information,conference network,How long before the meeting do I need to submit the conference network service application form?,information,https://its.sinica.edu.tw/pages/1684,Information Service Desk 02-2789-8855,"Based on the tone of daily conversation, this question asks: How long before the meeting should the ""Conference Internet Service Application Form"" be submitted? The answer is ""three months to one week before the meeting."""
35,Shared services for the whole hospital - Internet information,conference network,"To use conference network services, the venue unit requires",information,https://its.sinica.edu.tw/pages/1684,Information Service Desk 02-2789-8855,Please fill in the conference network service application form and submit the application form to the Information Service Office three months to one week before the conference.
39,Shared services for the whole hospital - Internet information,Virtual network VPN connection service,"oh! So, if people who work at Academia Sinica or live outside can also use this VPN service to connect back to Academia Sinica’s network, and read Academia Sinica’s library e-books, databases, administrative systems, etc., without worrying about being seen by outsiders Connected? That's great! However, where should I go to activate a VPN service first? What password do I need to enter? Super curious! 🤔",information,https://its.sinica.edu.tw/pages/1685,Information Service Desk 02-2789-8855,"oh! If people who work at Academia Sinica or live outside want to use VPN services to connect back to Academia Sinica’s network, they must first complete the activation of VPN service permissions and obtain a two-factor verification code, which is an exclusive dynamic password (OTP). ). When users log in to the VPN, they need to enter their gate email account, password, and unique dynamic password (OTP) before logging in.

If the VPN service has no usage records within 90 days, the system"
40,Shared services for the whole hospital - Internet information,Computing services,"good! Based on the service items and service descriptions provided, I ask the following questions:",information,https://its.sinica.edu.tw/posts/119854,Information Service Desk 02-2789-8855,"good! Based on my daily speaking tone, I answer:

The Information Services Office provides a variety of computing resources, including high-speed computing (HPC), container computing service (CCS), virtual computing service (VCS) and other computing services. Researchers and research assistant technicians or above can use computing services after logging into the system with an SSO employee account and their permissions are project administrators. Personnel who are not researchers and research assistant technicians or above must first log in to the system and use the project"
41,Shared services for the whole hospital - Internet information,Computing services,"What types of ""high-speed computing (HPC)"" computing resources are provided by the Information Services Office? (Oops~)",information,https://its.sinica.edu.tw/posts/119854,Information Service Desk 02-2789-8855,"According to the text description, the Information Services Office provides three types of ""high-speed computing (HPC)"" computing resources:

1. ""High-speed computing (HPC)"": Computing resources that provide high-speed computing capabilities, including high-speed computing hosts, cluster computing systems, and distributed computing systems.

2. ""Container Computing Service (CCS)"": Provides containerized computing resources, including containerized computing, virtualized computing, and service-oriented computing."
42,Shared services for the whole hospital - Internet information,Computing services,"What are ""Container Computing Service (CCS)"" and ""Virtual Computing Service (VCS)"" used for? (Ah~)",information,https://its.sinica.edu.tw/posts/119854,Information Service Desk 02-2789-8855,"According to the text description, ""Container Computing Service (CCS)"" and ""Virtual Computing Service (VCS)"" are computing resources that provide high-speed computing and virtual computing services respectively. In other words, ""Container Computing Service (CCS)"" and ""Virtual Computing Service (VCS)"" are tools or methods that provide computing resources."
43,Shared services for the whole hospital - Internet information,Computing services,Why do non-research assistants and research assistant technicians or above need to log in to the system first?,information,https://its.sinica.edu.tw/posts/119854,Information Service Desk 02-2789-8855,"According to the tone of daily speech, this question can be answered as follows:
Personnel who are not research assistants and research assistant technicians or above can use computing services after logging into the system first and having the project administrator add the person to the project. This is because computing resources are provided to researchers and research assistant technicians, so non-assistant technicians cannot use computing services. Researchers and research assistant technicians and above must log in to the system before they can use computing resources."
44,Shared services for the whole hospital - Internet information,Host backup service,"Okay, the following are questions based on the service items and service descriptions, using everyday speaking tone:",information,https://its.sinica.edu.tw/pages/1687,Information Service Desk 02-2789-8855,"good! According to the host backup service description of the Information Services Office, the following are the questions and answers about the host backup service:

Question: The Information Services Office provides a host backup service that can back up computer files on Academia Sinica's important public and research project hosts. Who can apply for this service?

Answer: According to the host backup service description of the Information Service Office, those who want to apply for the host backup service must be researchers or above, first-level unit supervisors, hospital headquarters unit supervisors, or unit information business supervisors.

question"
45,Shared services for the whole hospital - Internet information,Host backup service,question,information,https://its.sinica.edu.tw/pages/1687,Information Service Desk 02-2789-8855,"Please answer the questions according to the following text instructions, using the tone of everyday speech and avoiding the use of particles:

The Information Services Office provides mainframe backup services to back up computer files on Academia Sinica's important public and research project mainframes. To apply for this service, please download the Host Backup Service Application Form from the service application form in the download area of ​​the Information Services Office's website, fill it out and send it to our office for application. Users can install backup software to back up data and restore damaged host files."
46,Shared services for the whole hospital - Internet information,Host backup service,"The Information Services Office provides a host backup service that can back up computer files on the host of important public and research projects of Academia Sinica. Who can apply for this service? Are you a researcher or above, a first-level unit supervisor, a hospital unit supervisor, or a unit information business supervisor? How do they apply for this service? Where can I download the application form?",information,https://its.sinica.edu.tw/pages/1687,Information Service Desk 02-2789-8855,"According to the text description of the Information Service Office, those who can apply for host backup services include researchers or above, first-level unit supervisors, hospital headquarters unit supervisors, or unit information business supervisors. They can download the service application form from the Information Services Office's website, fill it out and send it to the Office for application.

For example, if you want to apply for host backup service, researchers or above can download the ""Host Backup Service Application Form"" from the Information Services Office website, fill it out and send it to the office for application;"
47,Shared services for the whole hospital - Internet information,Email service,"oh! So, if colleagues apply for email services while working, what functions can they use?",information,https://its.sinica.edu.tw/posts/117170,Information Service Desk 02-2789-8855,"oh! If colleagues apply for email services while working, they can use the following functions:

1. Apply for an employee SSO account online.
2. Use Webmail to send and receive emails at any time.
3. Keep the mailbox for one month.
4. Apply to extend your account.

Pinyin: ˙ㄉㄚˇ　˙ㄉㄜ　˙ㄌㄧ　˙ㄉㄜ　˙ㄉㄚˇ　˙ㄌㄧ　˙ㄉㄜ　˙ㄉㄜ"
48,Shared services for the whole hospital - Internet information,Email service,"ah? That is to say, you can use IMAP and POP to send letters, but they can only be used within the internal IP range of Academia Sinica! (suspect?)",information,https://its.sinica.edu.tw/posts/117170,Information Service Desk 02-2789-8855,"OK! I understand! The Information Office of Academia Sinica provides personal email services for working colleagues and officially retired staff. As long as they are working or retired colleagues, they can apply for employee SSO accounts and send and receive letters through Webmail, IMAP, and POP. If colleagues leave, their mailboxes will be retained for one month, but if they need to continue to use them, they can apply for account extension in accordance with regulations. But please note that Academia Sinica’s email service is only available within the internal IP range of Academia Sinica."
49,Shared services for the whole hospital - Internet information,Email service,"ah? By the way, after colleagues leave, their mailboxes will still be retained for one month, but if you want to continue using it, you must apply for an account extension in accordance with the regulations! (corners of mouth upward)",information,https://its.sinica.edu.tw/posts/117170,Information Service Desk 02-2789-8855,"Well, the Information Office of Academia Sinica provides personal email services for working and retired personnel. After completing the registration process, you can apply for an employee SSO account online. Each mailbox has a capacity of 15GB, and you can send and receive emails at any time through Webmail. If a colleague leaves the company, their mailbox will be retained for one month, but if they want to continue using it, they can apply for an account extension in accordance with regulations. Academia Sinica's email service is limited to using IMAP and POP3 to send and receive letters within the internal IP range of Academia Sinica."
50,Shared services for the whole hospital - Internet information,Email service,"In other words, if a colleague resigns",information,https://its.sinica.edu.tw/posts/117170,Information Service Desk 02-2789-8855,"If colleagues leave, their mailboxes will be retained for one month, but if they need to continue to use them, they can apply for account extension in accordance with regulations."
51,Shared services for the whole hospital - Internet information,Email service,"oh! Well, everyone should have noticed that the Information Office has recently provided an ""e-mail service"". As long as colleagues in the hospital can apply for it, they can use it to handle official business or represent people's mailboxes. The most important thing is that it does not cost any money! The capacity is still 15G!",information,https://its.sinica.edu.tw/posts/117175,Information Service Desk 02-2789-8855,"good! According to the announcement from the Information Office, they provide colleagues in the hospital to apply for an email account for official business or representative mailboxes at no additional cost. The account capacity is 15GB. The application process will be switched to online processing starting from January 3. Applications can be submitted through the hospital's electronic form integration platform or fill out the paper application form and submit it to the Information Service Office on the 4th floor of the Administration Building. In addition, the Information Office will also conduct inventory operations in accordance with the ""E-mail Service Specifications"" and the business account usage period"
52,Shared services for the whole hospital - Internet information,Email service,"Then, you must be curious about how to apply for a ""business account"", right? The good news is that starting from January 3, 2020, you can not only apply online and through the hospital-wide electronic form integration platform, but you can also",information,https://its.sinica.edu.tw/posts/117175,Information Service Desk 02-2789-8855,"OK! According to the information office's text, starting from January 3, colleagues can apply for a ""business account"" online through the hospital's electronic form integration platform, or fill out a paper application form and submit it to the Information Service Office on the 4th floor of the administration building. In addition, the Information Office will also conduct inventory operations in accordance with the ""Email Service Specifications"". If the usage period of the business account expires, a notification will be sent. If you need to extend the use, you can apply."
53,Shared services for the whole hospital - Internet information,Email service,Ah! What services does Academia Sinica’s email service provide?,information,https://its.sinica.edu.tw/posts/117176,Information Service Desk 02-2789-8855,"OK! Academia Sinica’s email service provides the following services:

1. Sending emails: Academia Sinica’s email service can send emails to other colleagues.
2. Sending and receiving emails: Academia Sinica’s email service can send and receive emails to other colleagues.
3. Password management: Academia Sinica’s email service can set and manage passwords.
4. Account security: Academia Sinica’s email service can guarantee"
54,Shared services for the whole hospital - Internet information,Email service,"ah! According to the service description, Academia Sinica’s email service requires the password to be valid for 0 days, which means... huh? If the password is not changed within the time limit, will I be unable to access the mailbox? ! Oh my god, you have to change your password quickly!",information,https://its.sinica.edu.tw/posts/117176,Information Service Desk 02-2789-8855,"ah! According to the email service requirement of Academia Sinica, the password is valid for 180 days. If the password is not changed within the period, you will not be able to access the mailbox. Therefore, please be sure to change your password within the deadline to avoid being unable to access your mailbox."
