category,title,question,group,url,contact,answer
資助研究計畫,計畫申請,如果我是合法的法人，包含公司、社團、學校、機關、醫院，我可以接洽中研院提出計畫申請嗎？,學術,,"陳弘章
Tel:27872556",可以的，只要你是合法的法人，不論是公司、社團、學校、機關還是醫院，都能接洽中研院提出計畫申請。不過要注意的是，中研院會先做個基本的徵信調查，確定你沒有不良記錄，這樣才能進入到實質的洽談階段。
資助研究計畫,計畫申請,中研院在接受計畫申請前，會進行怎麼樣的基本徵信調查呢？,學術,,"陳弘章
Tel:27872556",中研院在接收計畫申請前，會確認申請者是不是國內外的合法單位，並且沒有不良的記錄。
資助研究計畫,計畫申請,若我是國外的合法單位，並沒有任何不良記錄，我也可以申請中研院的研究計畫資助嗎？,學術,,"陳弘章
Tel:27872556",是的，你可以。只要你是具備法人資格的國內外合法單位並且沒有任何不良記錄，都可以向中研院提出研究計畫資助的申請嚕。不過，中研院會先做基本的徵信確認壓。確認過後，就可以進入實質洽談的階段了。
資助研究計畫,計畫申請,提出資助研究計畫申請後，大概要進入哪一個階段進行實質洽談呢？,學術,,"陳弘章
Tel:27872556",在確認申請者為國內外合法單位且無不良記錄後，才會進行實質洽談。
資助研究計畫,智財權歸屬,中研院接受資助研究計畫產出的智慧財產權通常是屬於誰的？,學術,,"陳弘章
Tel:27872556",中研院接受資助研究計畫產出的智慧財產權通常是屬於中研院的。不過如果資助來源對該研究有實質性的貢獻，或是符合特定的情況，如公共政策目的執行本國政府機關資助之計畫，或是提供特殊技術服務等，智慧財產權就可能全部或部分歸屬資助來源或第三方。
資助研究計畫,智財權歸屬,如果資助來源對研究成果有實質貢獻，那會如何分配智慧財產權？,學術,,"陳弘章
Tel:27872556",如果資助來源對研究成果有實質貢獻，智慧財產權會根據他們的貢獻比例來跟中研院共有。也有可能在符合特定情況下，智慧財產權全部歸屬資助來源或參與國際資助研究計畫的第三方所有。這包含為了公共政策目的由國家政府機關資助的計畫，或者由中研院認可的外國非營利事業組織資助的國際研究計畫。
資助研究計畫,智財權歸屬,在什麼情況下，智慧財產權可以全部歸屬資助來源或第三方？,學術,,"陳弘章
Tel:27872556",如果符合以下的幾種情況，智慧財產權可以全數歸給資助來源或第三方：首先，如果是為了實行我們國家政府或公營事業機構，甚至政府出資的財團法人的公共政策目標而進行的計畫。其次，如果是參加中研院認可，由外國的非營利事業機構資助的國際研究計畫，並且符合兩種子條件，其中一種是在研究契約中說明成果將會用於公益，另一種是中研院與其他研究機構共同接受資助，並約定讓資助來源或是主導推進研究計畫的一方來統計運用研發的成果。另外，如果提供的是稀缺的技術服務，或是以既有技術替資助來源產出符合他們需求的特殊成果，或是進行特定的檢測或實驗來提供報告結果，那麼智慧財產權也可能會全數歸給資助來源或第三方。
資助研究計畫,智財權歸屬,提供缺稀性的技術服務是什麼意思，又為何會導致智慧財產權的歸屬變更？,學術,,"陳弘章
Tel:27872556",提供缺稀性的技術服務，其實就是提供一種難得或者不容易找到的專業技術服務。像是一些高端科研技術、專利技術或特殊技能等等，這種技術服務因為獨特且稀有，所以被定性為缺稀性的技術服務。至於為何會導致智慧財產權的歸屬變更，主要原因是這些技術服務往往和智慧財產權密切相關。如果一個組織或個人對某項研究計畫提供了這種技術服務，那他們的貢獻就相當大，因此在智慧財產權的分配上，也應該給予相對應的比例。所以在這種情況下，中研院會將智慧財產權的部分歸屬給提供缺稀性技術服務的一方。
資助研究計畫,智財權歸屬,如果執行規格化的檢測或實驗，智慧財產權又會如何處理？,學術,,"陳弘章
Tel:27872556",如果實在進行規格化的檢測或實驗，智慧財產權可以全部歸屬資助來源或是共同參與的國際資助研究計畫的第三方所有喔。
資助研究計畫,智財權歸屬,資助來源對於屬於中研院所有的研發成果，有哪些權益？他們如何享有這些權益？,學術,,"陳弘章
Tel:27872556",資助來源對於中研院所有的研發成果，可以享有以下幾種權益。首先，他們可以在一定條件下享有非專屬的、非商業使用授權。也就是說，他們可以在不獨占和非商業的前提下，使用這些研發成果。其次，他們在研發成果完成時，有優先權去進行授權議約。這意味著他們對於研發結果的使用，可以優先談判並議定條款和細節。最後，當中研院的研發成果因為授權而獲得收入時，資助來源根據他們對該成果的貢獻比例，可以享有分配利益的權利。總的來說，這些權益都是在簽訂資助研究契約時約定好的，所以資助來源可以放心享有和運用這些權益。
資助研究計畫,智財權歸屬,如果中研院獲得授權收入，資助來源會有什麼分配利益的權益？,學術,,"陳弘章
Tel:27872556",如果中研院得到授權的收入，資助的來源有權根據他們的貢獻比例，享有分配利益的請求權。
授權,緩課稅申請,我應該如何申請緩課稅？,學術,,"盧呈豪
2787-2520",如果你要申請緩課稅，一定要先確認符合所有的規定。如果你是從學術或研究機構那裡得到股票的創作人，你可以申請這項緩課稅的優惠。首先，你需要準備所有必要的文件，這包括股票適用緩課暨擇低所得稅申請書，文件檢核表，科技計劃書，合約，核定函，還有證明智慧財產權是計劃產出的證明文件。當一切都準備好後，你要在每年8月底前，透過所屬的單位向中研院申請認定。請記住，結果會由主管機關來確定，如果你有任何疑問，應該向主管機關詢問。
授權,緩課稅申請,申請緩課稅需要準備哪些相關文件？,學術,,"盧呈豪
2787-2520",要申請緩課稅，需要準備的相關文件有：學術或研究機構分配予創作人之股票適用緩課暨擇低所得稅申請書、中研院申請適用緩課暨擇低所得稅所需文件檢核表、科技計畫的計畫書、科技計畫合約、各資助機關對該計畫的核定函、證明智慧財產權為科技計畫產出的證明文件，以及顯示智慧財產權作價總額、取得股票種類、每股發行價格、股數的智慧財產權讓與或授權契約書影本。另外，還要提供權利證書影本、律師、會計師或其他負相當法律責任的專業人員調查智慧財產權的意見書、評價報告、技術說明或其他相關文件。
授權,緩課稅申請,我需要在什麼時候申請緩課稅？,學術,,"盧呈豪
2787-2520",如果你是創作人，並且取得了學研機構授權的技術股，你可以申請緩課稅。如果你從中研院之外的資助機關取得股票，那麼你需要在受領股票的年度8月底前，透過中研院向各資助機關申請認定。如果你的資助來源是中研院，那麼你也應該在受領股票的年度8月底前，透過你所屬的單位向中研院申請認定。
授權,緩課稅申請,"什麼是""擇低課稅""？",學術,,"盧呈豪
2787-2520","""擇低課稅""是一種稅務優惠政策，允許符合特定條件的創作人在股票轉讓時，選擇較低的稅率進行課稅。這種政策適用於從學術或研究機構獲得股票的創作人。創作人如果想適用這種稅務優惠，需要在實際轉讓股票或將股票劃撥至證券商或保管機構前，向該研究單位取得""從事研發證明書""，並向資助機關申請認定。只有經過這樣的程序，創作人才能適用擇低課稅政策。"
授權,緩課稅申請,我需要怎麼做才能申請到擇低課稅？,學術,,"盧呈豪
2787-2520",如果你想申請擇低課稅，首先要確認你的股票是由學術或研究機構分配給你的，也就是說你是這些股票的創作人。之後，等到你準備要把這些股票實際轉讓或是放進往來證券商或保管機構的保管劃撥帳戶時，你就要先確定你符合一些特定條件，然後向你所屬單位拿往來「從事研發證明書」，最後再向資助機關申請「從事研發認定」。過了這些步驟，你就可以適用擇低課稅了。至於擇低課稅的申請文件，你得需要「申請股票緩課稅認定函」和「從事研發證明書」。如果對程序有疑問，可以直接向主管機關詢問喔！
授權,緩課稅申請,申請擇低課稅需要什麼樣的文件？,學術,,"盧呈豪
2787-2520",要申請擇低課稅，你需要準備「申請股票緩課稅認定函」和「從事研發證明書」這兩種文件喔。
授權,緩課稅申請,如果我對申請過程或結果有疑問，可以向哪裡諮詢？,學術,,"盧呈豪
2787-2520",如果你對申請過程或結果有疑問，可以直接向主管機關諮詢。
授權,緩課稅申請,我能否自己向本院申請緩課稅，還是需要透過其他機構？,學術,,"盧呈豪
2787-2520",你可以自己向本院提出申請緩課稅，但前提是你需要準備好所有需要的文件。如果你是在非本院資助的機構擔任創作人，你需要在每年8月底前通過本院向資助機構申請認定。如果你是在本院資助的機構擔任創作人，你需要在每年8月底前通過你所屬的單位向本院申請認定。
授權,緩課稅申請,我在獲得股票後要等多久才能申請緩課稅？,學術,,"盧呈豪
2787-2520",你在獲得股票後，要在當年度的8月底前申請緩課稅。
授權,緩課稅申請,.智慧財產權該如何證明才能申請緩課稅？,學術,,"盧呈豪
2787-2520",要證明智慧財產權以申請緩課稅，你需要提供以下資料：權利證書影本，律師、會計師或其他相當法律責任的專業人員對智慧財產權的調查意見書，評價報告，技術說明，或其他相關文件。而且你也需要提出與智慧財產權相關的學術或研究機構當次取得股票的讓與或授權契約書影本。契約書要包含智慧財產權作價總額、取得的股票種類、每股的發行價格、股數等資訊。
授權,外國業者授權,我要如何在智財處網頁公告徵求被授權對象？,學術,,中研院智財處,你需要先準備好行銷摘要表，然後在智財處的網頁公布，這樣就可以開始徵求可能的被授權對象了。
授權,外國業者授權,商談後一週內需要填寫什麼摘要表？,學術,,中研院智財處,商談後一週內需要填寫的是「商談摘要表」。
授權,外國業者授權,專屬授權公告的公告期間通常要多長時間？,學術,,中研院智財處,通常要至少一週的時間。
授權,外國業者授權,我需要提供哪些證明文件和開發計畫來協商授權條件？,學術,,中研院智財處,要協商授權條件，你需要提供法定設立證明文件和開發計畫。
授權,外國業者授權,誰將負責審查約內容？,學術,,中研院智財處,研管會召集人會指派一到兩名委員來負責審查約內容。
授權,外國業者授權,研管會審議通過後需要我做什麼？,學術,,中研院智財處,審議通過後，你需要簽請本院核定，然後根據核定結果去辦理簽約用印和後續的請款作業。
授權,外國業者授權,後續請款作業要如何進行？,學術,,中研院智財處,後續請款作業會按照核定的結果來進行。辦理簽約的用印之後，就可以開始進行請款的步驟了。
授權,外國業者授權,送交研管會審議的文件需要包含那些內容？,學術,,中研院智財處,送去研管會審議的文件應該包括法定設定證明文件、授權條件說明、開發計劃，還要附上專屬授權約定。
