category,title,context,group,url,contact
請假,請假規定,"中研院研究人員及研究技術人員之請假，依下列規定：
(一)因事得請事假，每學年准給7日。其家庭成員預防接種、發生嚴重之疾病或其他重大事故須親自照顧時，得請家庭照顧假，每學年准給7日，其請假日數併入事假計算。事假及家庭照顧假合計超過7日者，應按日扣除薪給。事假日數，任職未滿1學年者，依在職月數比例計算後未滿半日者，以半日計；超過半日未滿1日者，以1日計。
(二)因疾病或安胎必須治療或休養者，得請病假，每學年准給28日；其超過規定日數者，以事假抵銷，並依下列規定辦理：
1、女性研究人員及研究技術人員因生理日致工作有困難者，每月得請生理假1日，全學年請假日數未逾3日，不併入病假計算，其餘日數併入病假計算。
2、因重大傷病非短時間所能治癒或因安胎確有需要請假休養者，於依規定核給之病假、事假及休假均請畢後，經中研院核准得延長之。其延長期間自第1次請延長病假之首日起算，2年內合併計算不得超過1年。但銷假上班1年以上者，其延長病假得重行起算。
(三)因結婚者，給婚假14日，應自結婚之日前10日起3個月內請畢。但因特殊事由經中研院核准者，得於1年內請畢。
(四)因懷孕者，於分娩前，給產前假8日，得分次申請，不得保留至分娩後；於分娩後，給娩假42日；懷孕滿20週以上流產者，給流產假42日；懷孕12週以上未滿20週流產者，給流產假21日；懷孕未滿12週流產者，給流產假14日。娩假及流產假應一次請畢。分娩前已請畢產前假者，必要時得於分娩前先申請部分娩假，並以12日為限，不限一次請畢；流產者，其流產假應扣除先請之娩假日數。
(五)因陪伴配偶懷孕產檢，或因配偶分娩或懷孕滿20週以上流產者，給「陪產檢及陪產假」7日，得分次申請。陪產檢應於配偶懷孕期間請畢；陪產應於配偶分娩日或流產日前後合計15日(含例假日)內請畢。 
(六)因父母、配偶死亡者，給喪假15日；繼父母、配偶之父母、子女死亡者，給喪假10日；曾祖父母、祖父母、配偶之祖父母、配偶之繼父母、兄弟姐妹死亡者，給喪假5日。除繼父母、配偶之繼父母以研究人員及研究技術人員或其配偶於成年前受該繼父母扶養或於該繼父母死亡前仍與共居者為限外，其餘喪假應以原因發生時所存在之天然血親或擬制血親為限。喪假得分次申請，並應於死亡之日起百日內請畢。
(七)因捐贈骨髓或器官者，視實際需要給請假日數。

所定事假、家庭照顧假、病假、生理假、婚假、產前假、陪產檢及陪產假、喪假，得以時計。",人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
請假,請假規定,"中研院研究人員及研究技術人員有下列各款情事之一者，給予公假。其期間由中研院視實際需要定之：
(一)依法受各種兵役召集。
(二)參加政府依法主辦之各項投票。
(三)因執行研究工作或上下班途中發生危險以致傷病，必須休養或療治，其期間在2年以內者。
(四)應國內外機關團體或學校邀請，參加與其研究工作有關之各項會議、活動或演講，經中研院同意者。
(五)基於法定義務出席作證、答辯，經中研院同意者。
(六)因法定傳染病經各級衛生主管機關認定應強制隔離者。但因可歸責於當事人事由而罹病者，不在此限。
(七)經中研院指派參加之活動或會議。",人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
請假,請假規定,"請病假已滿2年內合併計算不得超過1年之延長期限或請公假已滿2年之期限，仍不能銷假者，應予留職停薪或依法辦理退休或資遣。

延長病假或因公傷病假自留職停薪之日起已逾1年仍未痊癒者，應依法辦理退休或資遣。但其留職停薪係因執行研究工作且情況特殊者，得由中研院審酌延長之，其延長以1年為限。",人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
請假,請假規定,"中研院研究人員及研究技術人員因病辦理留職停薪，於留職停薪期間病癒者，得檢具合法醫療機構或醫師證明書，向中研院申請復職。

中研院研究人員及研究技術人員因病辦理留職停薪，於留職停薪期間為辦理退休或資遣者，得免附病癒證明書隨時向中研院申請復職，並以復職當日為退休或資遣之生效日。",人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
請假,請假規定,"中研院研究人員及研究技術人員每學年應給休假21日，並得以時計。休假於當學年未休畢之日數，得保留至次學年實施，不支給不休假加班費；次學年仍未休畢，視為放棄。

初任人員於9月以後到職者，得按當月至學年終之在職月數比例核給休假；任職未滿1學年者，依在職月數比例計算後未滿半日者，以半日計；超過半日未滿1日者，以1日計。次學年8月起，給假21日。",人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
請假,休假講學研究規定,"為增進學術成長，中研院特聘研究員及研究員符合下列條件之一者，得申請休假從事講學研究工作：
(一)每連續服務滿3年6個月以上，得申請休假從事講學研究工作半年。
(二)每連續服務滿7年以上，得申請休假從事講學研究工作1年。

中研院特聘研究員及研究員符合申請休假從事講學研究工資格者，得擬具講學、研究計畫，經研究所(處)務會議、研究中心業務會議通過，報經院長核可後，休假從事講學研究工作，期間並支領全薪，但延長服務期間不得申請。

申請休假從事講學研究工作人員，各研究所(處)、研究中心每年不得超過該所(處)、中心特聘研究員及研究員人數10分之1，其不足10人者，由各研究所(處)、研究中心報請院長核可。

中研院特聘研究員及研究員辦理留職停薪者，得於回職復薪後，依規定休假從事講學研究工作，其留職停薪期間之年資，依下列規定辦理：
(一)借調中央政府機關留職停薪期間之年資，得折半採計為申請休假從事講學研究工作之連續服務年資。
(二)借調中央政府機關以外留職停薪期間之年資不予採計，但留職停薪前後於中研院服務之年資得予併計並視為連續服務。

申請休假從事講學研究工作半年者，應於核准之日起1年內完成；申請休假從事講學研究工作1年者，得以半年為單位分段申請，但應於核准之日起2年內休畢，逾期均視為放棄。",人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
請假,休假講學研究規定,"中研院特聘研究員及研究員休假從事講學研究工作期滿後，應即返院繼續服務，服務期間為休假從事講學研究工作期間之2倍，未能履行服務義務者，不得再申請休假從事講學研究工作。

休假從事講學研究工作期滿應提出講學研究報告，經所屬單位依內部審查機制，確認研究報告與原申請計畫內容相符後，函報院方備查。",人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
請假,請假規定,"中研院研究人員及研究技術人員30日以內之請假，由各研究所（處）、研究中心主管自行核定，超過30日者應經院長核可。

未辦理請假手續或請假有虛偽情事者，以曠職論。曠職者，應扣除其曠職日數之薪給。",人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
請假,請假規定,中研院研究人員及研究技術人員請假要點所定假期之核給，核給日數扣除例假日。但因公傷病請公假、因病延長假期或休假研究者，例假日均不予扣除。按時請假者，1日以8小時計。,人事,https://hro.sinica.edu.tw/pdfjs/full?file=/archives/a0f8f441a677b761#zoom=115&pagemode=thumbs,中研院人事室
研究人員聘審規定,研究人員之新聘、續聘、升等相關規定,"特聘研究員聘任資格為任中央研究院研究員至少一年，成績優異並有傑出貢獻，獲國內外學術界認許者；在中央研究院認可之國內外研究機關、大學（含獨立學院）擔任相當教授職務至少一年，在學術上有重要貢獻及傑出成就，獲國內外學術界認許者；中央研究院院士。

研究員聘任資格為任中央研究院副研究員至少一年，在學術上確有重要貢獻者；在公立大學或教育部立案之私立大學或獨立學院，或中央研究院認可之國外大學或獨立學院任教授，或任副教授至少一年，並從事研究工作，在學術上確有重要貢獻者；在公立大學或教育部立案之私立大學或獨立學院，或中央研究院認可之國外大學或獨立學院獲得博士學位後，曾在中央研究院認可之國內外研究機關從事研究工作至少六年（或獲得醫學士學位後，曾在中央研究院認可之國內外研究機關從事研究工作至少九年），確有重要貢獻者。

副研究員聘任資格為任中央研究院助研究員至少一年，確有重要成績者；在公立大學或教育部立案之私立大學或獨立學院，或中央研究院認可之國外大學或獨立學院任副教授，或任助理教授至少一年，並從事研究工作，確有重要成績者；在公立大學或教育部立案之私立大學或獨立學院，或中央研究院認可之國外大學或獨立學院獲得博士學位後，曾在中央研究院認可之國內外研究機關從事研究工作至少三年（或獲得醫學士學位後，曾在中央研究院認可之國內外研究機關從事研究工作至少六年），確有重要成績者。

助研究員聘任資格為相關學門之大學或獨立學院畢業，任中央研究院研究助理至少四年，確有成績者；在公立大學或教育部立案之私立大學或獨立學院，或中央研究院認可之國外大學或獨立學院獲得博士學位，成績優異者；在公立大學或教育部立案之私立大學或獨立學院任助理教授至少二年，或任講師至少四年，或中央研究院認可之國外大學或獨立學院任助理教授，並從事研究工作，確有成績者；在公立大學或教育部立案之私立大學或獨立學院，或中央研究院認可之國外大學或獨立學院獲得碩士學位後，曾在中央研究院認可之國內外研究機關從事研究工作至少四年（或獲得醫學士學位後，曾在中央研究院認可之國內外研究機關從事研究工作至少三年），確有成績者。

相關規定：中央研究院研究所組織規程第10條、第9條、第8條、第7條",人事,https://www.sinica.edu.tw/ch/articles/477,中研院人事室
研究技術人員聘審規定,研究技術人員之新聘、續聘、升等相關規定,"研究技師聘任資格為具有博士學位或其同等學歷證書，曾從事與所習學科有關之研究工作、專門職業或職務八年以上，並有與擬任職務性質相當之專門著作或技術性報告(含技術成品)或專業服務經歷者；曾任研究副技師四年以上，成績優良，並有與擬任職務性質相當之專門著作或技術性報告(含技術成品)或專業服務經歷者。

研究副技師聘任資格為具有博士學位或其同等學歷證書，曾從事與所習學科有關之研究工作、專門職業或職務四年以上，成績優良，並有與擬任職務性質相當之專門著作或技術性報告(含技術成品)或專業服務經歷者；曾任研究助技師四年以上，成績優良，並有與擬任職務性質相當之專門著作或技術性報告(含技術成品)或專業服務經歷者。

研究助技師聘任資格為具有博士學位或其同等學歷證書，成績優良者；具有碩士學位或其同等學歷證書，成績優良，曾從事與所習學科有關之研究工作、專門職業或職務兩年以上，成績優良，並有與擬任職務性質相當之專門著作或技術性報告(含技術成品)或專業服務經歷者；具有學士學位或其同等學歷證書，曾從事與所習學科有關之研究工作、專門職業或職務四年以上，成績優良，並有與擬任職務性質相當之專門著作或技術性報告(含技術成品或專業服務經歷)者；曾任技術助理四年以上，成績優良，並有與擬任職務性質相當之專門著作或技術性報告(含技術成品)或專業服務經歷者。

相關規定：中央研究院研究技術人員聘審作業要點第3點",人事,https://www.sinica.edu.tw/ch/articles/477,中研院人事室
研究人員及聘審案件之救濟管道,研究人員聘任未通過之救濟管道,"新聘案未獲學組聘審會表決通過者，提案單位自接獲通知之次日起一個月內，得向院聘審會申請再議一次。

續聘、升等或長聘(?含新聘同時辦?長聘)案未獲研究所(處)、研究中心通過者，受評審人自接獲通知之次日起一個月內，得向所屬學組聘審會提出申訴。逾期未申訴者，?予續聘、?予升等或?予長聘之決定即為確定。

升等或長聘(?含新聘同時辦?長聘)案經研究所(處)、研究中心通過而未獲學組聘審會審查通過者。受評審人自接獲通知之次日起一個月內，得向院聘審會提出申訴。逾期未申訴者，升等或長聘?通過之決定即為確定。

相關規定：中央研究院研究人員新聘、續聘、升等及特聘審議作業要點第23條、第25條",人事,https://www.sinica.edu.tw/ch/articles/477,中研院人事室
研究技術人員聘審案件之救濟管道,研究技術人員聘任未通過之救濟管道,"新聘案未獲研究技術人員聘審會表決通過者，提案單位得向研究技術人員聘審會申請再議一次。

研究技術人員續聘或升等案經研究所(處)、研究中心審議不通過者，受評審人得向本院研究技術人員聘審會提出申訴。研究技術人員升等案經研究技術人員聘審會審議不通過者，受評審人得向院長提出申訴，由院長指派副院長一人成立申訴委員會處理之。

相關規定：中央研究院研究技術人員聘審作業要點第12點、第20點",人事,https://www.sinica.edu.tw/ch/articles/477,中研院人事室
研究人員及研究技術人員,薪資待遇,"研究人員年薪包括月薪及獎金。月薪結構包含本薪(年功薪)加上專業加給，並有扣繳項目公保、退撫基金、健保、房租津貼(僅限居住公有房舍者)。獎金部分有學術研究獎金及年終工作獎金。

研究技術人員年薪包括月薪及獎金。月薪結構包含本薪(年功薪)加上專業加給，並有扣繳項目公保、退撫基金、健保、房租津貼(僅限居住公有房舍者)。獎金部分有學術研究獎金及年終工作獎金。

特聘研究員另支有研究獎助費；研究技師經審核通過，另支有研究技師技術獎助費。又擔任主管職務者，另依兼任主管職稱支主管職務加給。",人事,https://www.sinica.edu.tw/ch/articles/478,中研院人事室
研究人員及研究技術人員,保險,"研究人員及研究技術人員之保險包含公教人員保險及全民健康保險。

公教人員保險於人員到職後及離職時，依公教人員保險法及其施行細則由中央研究院人事室辦理本人加保、退保。公教人員保險得申請給付項目包含失能給付、養老給付、死亡給付、眷屬喪葬津貼、生育給付（限女性）、育嬰留職停薪津貼等。

全民健康保險於人員到職後及離職時，依全民健康保險法及其施行細則由中央研究院人事室辦理本人及其眷屬加保、退保。提供日常就醫、急診等綜合性醫療服務。",人事,https://www.sinica.edu.tw/ch/articles/478,中研院人事室
約聘僱人員,薪資待遇,"約聘僱人員分為三類，人事費項下約聘僱人員、業務費項下約聘僱人員及培育型博士後研究學者。

人士費項下約聘僱人員是行政院核定有案在人事費項下列有預算，依聘用人員聘用條例、行政院與所屬中央及地方各機關約僱人員僱用辦法辦理進用，並以中央研究院約聘(僱)人員支給酬金標準表(人事費)敘薪。

業務費項下約聘僱人員是依中央研究院約聘僱人員處理原則、中央研究院專案研究工作酬金支給標準表、中央研究院專案行政管理工作酬金支給標準表辦理進用敘薪

培育型博士後研究學者是指參與中央研究院各種研究計畫，培養獨立研究能力，屬於「人才培育」之階段，聘期以6年為期限，依中央研究院延聘博士後研究學者作業要點辦理進用，並以中央研究院博士級約聘人員核薪標準表敘薪。

約聘僱人員年薪包含月薪及獎金。月薪結構為本薪並有扣繳項目勞工保險、勞工退休金自行提撥、健保等。獎金部分為年終工作獎金。",人事,https://www.sinica.edu.tw/ch/articles/473,中研院人事室
約聘僱人員,保險,"約聘僱人員之保險包含勞工保險及全民健康保險。

約聘僱人員到職後及離職時，依勞工保險條例及其施行細則規定，辦理加保、退保等業務。勞工保險之分類及其給付種類包含普通事故保險：分生育、傷病、失能、老年及死亡5種給付。就業保險：分育嬰留職停薪津貼、失業2種給付。職業災害保險：分傷病、醫療、失能及死亡4種給付。

全民健康保險於人員到職後及離職時，依全民健康保險法及其施行細則由中央研究院人事室辦理本人及其眷屬加保、退保。提供日常就醫、急診等綜合性醫療服務。",人事,https://www.sinica.edu.tw/ch/articles/473,中研院人事室
